order,family,genus,sp,locality,authority,collector,coll,Wood Density g/ml
Gentianales,Apocynaceae,Alstonia,actinophylla,,(A. Cunn.) K. Schum.,Rosell,2,0.47
Gentianales,Apocynaceae,Alstonia,actinophylla,,(A. Cunn.) K. Schum.,Rosell,3,0.4
Gentianales,Apocynaceae,Alstonia,actinophylla,,(A. Cunn.) K. Schum.,Rosell,4,0.39
Boraginales,Boraginaceae,Cordia,curassavica,,(Jacq.) Roem. & Schult.,Olson,2998,0.74
Boraginales,Boraginaceae,Cordia,curassavica,,(Jacq.) Roem. & Schult.,Olson,2999,0.75
Boraginales,Boraginaceae,Cordia,curassavica,,(Jacq.) Roem. & Schult.,Olson,3000,0.73
Asterales,Asteraceae,Piptocarpha,rotundifolia,,(Less.) Baker,Olson,4628,0.49
Asterales,Asteraceae,Piptocarpha,rotundifolia,,(Less.) Baker,Olson,4629,0.42
Asterales,Asteraceae,Piptocarpha,rotundifolia,,(Less.) Baker,Olson,4630,0.44
Ericales,Fouquieriaceae,Fouquieria,diguetii,,(Tiegh.) I. M. Johnst. ,Olson,2967,0.31
Ericales,Fouquieriaceae,Fouquieria,diguetii,,(Tiegh.) I. M. Johnst. ,Olson,2968,0.29
Ericales,Fouquieriaceae,Fouquieria,diguetii,,(Tiegh.) I. M. Johnst. ,Olson,2971,0.38
Caryophyllales,Polygonaceae,Eriogonum,affovalifolium,,Nutt. ,Olson,2673,0.56
Caryophyllales,Polygonaceae,Eriogonum,affovalifolium,,Nutt. ,Olson,2674,0.55
Caryophyllales,Polygonaceae,Eriogonum,affovalifolium,,Nutt. ,Olson,2675,0.53
Saxifragales,Hamamelidaceae,Noahdendron,nicholasii,,"P. K. Endress, B. Hyland & Tracey",Olson,1956,0.62
Saxifragales,Hamamelidaceae,Noahdendron,nicholasii,,"P. K. Endress, B. Hyland & Tracey",Olson,1957,0.54
Saxifragales,Hamamelidaceae,Noahdendron,nicholasii,,"P. K. Endress, B. Hyland & Tracey",Olson,1958,0.58
Caryophyllales,Cactaceae,Stenocereus,thurberi,,(Engelm.)Buxb.,Olson,2978,0.51
Caryophyllales,Cactaceae,Stenocereus,thurberi,,(Engelm.)Buxb.,Olson,2987,0.52
Caryophyllales,Cactaceae,Stenocereus,thurberi,,(Engelm.)Buxb.,Olson,2994,0.43
Asterales,Asteraceae,Eriophyllum,confertiflorum,,(DC.) A. Gray,Olson,2611,0.5
Asterales,Asteraceae,Eriophyllum,confertiflorum,,(DC.) A. Gray,Olson,2612,0.52
Asterales,Asteraceae,Eriophyllum,confertiflorum,,(DC.) A. Gray,Olson,2613,0.54
Fabales,Fabaceae,Lupinus,excubitus,,M. E. Jones,M?ndez-Alonzo,34,0.38
Fabales,Fabaceae,Lupinus,excubitus,,M. E. Jones,M?ndez-Alonzo,35,0.33
Fabales,Fabaceae,Lupinus,excubitus,,M. E. Jones,M?ndez-Alonzo,36,0.48
Asterales,Asteraceae,Ericameria,martirensis,,Wiggins,M?ndez-Alonzo,49,0.5
Asterales,Asteraceae,Ericameria,martirensis,,Wiggins,M?ndez-Alonzo,50,0.4
Asterales,Asteraceae,Ericameria,martirensis,,Wiggins,M?ndez-Alonzo,51,0.58
Saxifragales,Grossulariaceae,Ribes,magellanicum,,Poir.,Fajardo,P.Rm 1,0.55
Saxifragales,Grossulariaceae,Ribes,magellanicum,,Poir.,Fajardo,P.Rm 2,0.6
Saxifragales,Grossulariaceae,Ribes,magellanicum,,Poir.,Fajardo,P.Rm 3,0.56
Asterales,Asteraceae,Baccharis,reticulata,,(Ruiz. et Pav.) Pers.,Camarero,20.1,0.47
Asterales,Asteraceae,Baccharis,reticulata,,(Ruiz. et Pav.) Pers.,Camarero,20.2,0.33
Asterales,Asteraceae,Baccharis,reticulata,,(Ruiz. et Pav.) Pers.,Camarero,20.3,0.47
Magnoliales,Annonaceae,Haplostichanthus,ramiflorus,,Jessup,Rosell,1,0.66
Magnoliales,Annonaceae,Haplostichanthus,ramiflorus,,Jessup,Rosell,2,0.65
Magnoliales,Annonaceae,Haplostichanthus,ramiflorus,,Jessup,Rosell,3,0.62
Sapindales,Anacardiaceae,Buchanania,obovata,,Engl. ,Rosell,1,0.49
Sapindales,Anacardiaceae,Buchanania,obovata,,Engl. ,Rosell,2,0.53
Sapindales,Anacardiaceae,Buchanania,obovata,,Engl. ,Rosell,4,0.55
Ericales,Ericaceae,Arctostaphylos,pringlei,,Parry,M?ndez-Alonzo,55,0.61
Ericales,Ericaceae,Arctostaphylos,pringlei,,Parry,M?ndez-Alonzo,56,0.59
Ericales,Ericaceae,Arctostaphylos,pringlei,,Parry,M?ndez-Alonzo,57,0.53
Asterales,Asteraceae,Ageratina,sp,,,Camarero,9.1,0.51
Asterales,Asteraceae,Ageratina,sp,,,Camarero,9.2,0.52
Asterales,Asteraceae,Ageratina,sp,,,Camarero,9.3,0.5
Malpighiales,Rhizophoraceae,Carallia,brachiata,,(Lour.)Merr. ,Rosell,1,0.71
Malpighiales,Rhizophoraceae,Carallia,brachiata,,(Lour.)Merr. ,Rosell,2,0.68
Malpighiales,Rhizophoraceae,Carallia,brachiata,,(Lour.)Merr. ,Rosell,3,0.73
Fabales,Fabaceae,Mimosa,sp,,,Olson,3073,0.67
Fabales,Fabaceae,Mimosa,sp,,,Olson,3074,0.74
Fabales,Fabaceae,Mimosa,sp,,,Olson,3075,0.74
Malpighiales,Phyllanthaceae,Glochidion,ferdinandii,,(M?ll. Arg.) F. M. Bailey,Olson,2161,0.68
Lamiales,Orobanchaceae,Cordylanthus,rigidus,,(Benth.) Jeps. ,Olson,4354,0.54
Lamiales,Orobanchaceae,Cordylanthus,rigidus,,(Benth.) Jeps. ,Olson,4356,0.36
Fabales,Fabaceae,Chloroleucon,foliolosum,,(Benth.) G.P.Lewis,Olson,4694,0.7
Fabales,Fabaceae,Chloroleucon,foliolosum,,(Benth.) G.P.Lewis,Olson,4695,0.73
Fabales,Fabaceae,Chloroleucon,foliolosum,,(Benth.) G.P.Lewis,Olson,4696,0.79
Sapindales,Sapindaceae,Cardiospermum,grandiflorum,,Sw.,Olson,2426,0.33
Liliales,Liliaceae,Dianella,sp,,,Olson,2258,0.5
Myrtales,Melastomataceae,Miconia,namandensis,,Wurdack,Camarero,4.1,0.42
Myrtales,Melastomataceae,Miconia,namandensis,,Wurdack,Camarero,4.2,0.5
Myrtales,Melastomataceae,Miconia,namandensis,,Wurdack,Camarero,4.3,0.48
Laurales,Monimiaceae,Palmeria,scandens,nonself,F. Muell.,Olson,23862,0.51
Gentianales,Apocynaceae,Cascabela,ovata,,(Cav.) Lippold,Olson,2791,0.64
Malpighiales,Salicaceae,Populus,tremula,,L.,Camarero,Ptr1,0.35
Malpighiales,Salicaceae,Populus,tremula,,L.,Camarero,Ptr2,0.42
Malpighiales,Salicaceae,Populus,tremula,,L.,Camarero,Ptr3,0.44
Malvales,Thymelaeaceae,Daphnopsis,megacarpa,,Nevling & Barringer,Olson,1425,0.47
Malvales,Thymelaeaceae,Daphnopsis,megacarpa,,Nevling & Barringer,Olson,1428,0.38
Malvales,Thymelaeaceae,Daphnopsis,megacarpa,,Nevling & Barringer,Olson,1429,0.35
Zygophyllales,Krameriaceae,Krameria,grayi,,Rose & Painter,Olson,2596,0.78
Zygophyllales,Krameriaceae,Krameria,grayi,,Rose & Painter,Olson,2597,0.6
Zygophyllales,Krameriaceae,Krameria,grayi,,Rose & Painter,Olson,2598,0.76
Proteales,Proteaceae,Roupala,montana,LT,Aubl.,Olson,4055,0.76
Malpighiales,Euphorbiaceae,Sapium,glandulosum,,(L.)Morong,Olson,4790,0.32
Malpighiales,Euphorbiaceae,Sapium,glandulosum,,(L.)Morong,Olson,4791,0.32
Malpighiales,Euphorbiaceae,Sapium,glandulosum,,(L.)Morong,Olson,4792,0.36
Sapindales,Sapindaceae,Thouinidium,decandrum,,(Humb. & Bonpl.) Radlk.,Olson,2871,0.69
Sapindales,Sapindaceae,Thouinidium,decandrum,,(Humb. & Bonpl.) Radlk.,Olson,2872,0.67
Dipsacales,Adoxaceae,Viburnum,lantanoides,,Michx.,Olson,5114,0.62
Dipsacales,Adoxaceae,Viburnum,lantanoides,,Michx.,Olson,5115,0.58
Dipsacales,Adoxaceae,Viburnum,lantanoides,,Michx.,Olson,5116,0.54
Malpighiales,Violaceae,Rinorea,guatemalensis,,(S. Watson) Bartlett,Olson,1380,0.63
Malpighiales,Violaceae,Rinorea,guatemalensis,,(S. Watson) Bartlett,Olson,1381,0.58
Malpighiales,Violaceae,Rinorea,guatemalensis,,(S. Watson) Bartlett,Olson,4042,0.66
Laurales,Lauraceae,Ocotea,corymbosa,,(Meisn.) Mez,Olson,4667,0.53
Laurales,Lauraceae,Ocotea,corymbosa,,(Meisn.) Mez,Olson,4668,0.47
Brassicales,Caricaceae,Jacaratia,dolichaula,,(Donn. Sm.) Woodson,Olson,1413,0.29
Brassicales,Caricaceae,Jacaratia,dolichaula,,(Donn. Sm.) Woodson,Olson,1418,0.29
Brassicales,Caricaceae,Jacaratia,dolichaula,,(Donn. Sm.) Woodson,Olson,1427,0.25
Laurales,Lauraceae,Cryptocarya,mackinnoniana,,F. Muell. ,Rosell,1,0.63
Laurales,Lauraceae,Cryptocarya,mackinnoniana,,F. Muell. ,Rosell,2,0.68
Laurales,Lauraceae,Cryptocarya,mackinnoniana,,F. Muell. ,Rosell,3,0.64
Proteales,Proteaceae,Orites,diversifolius,,R. Br.,Olson,2323,0.48
Proteales,Proteaceae,Orites,diversifolius,,R. Br.,Olson,2324,0.59
Proteales,Proteaceae,Orites,diversifolius,,R. Br.,Olson,2325,0.59
Proteales,Proteaceae,Lambertia,formosa,,Sm.,Olson,2135,0.9
Proteales,Proteaceae,Lambertia,formosa,,Sm.,Olson,2136,0.56
Proteales,Proteaceae,Lambertia,formosa,,Sm.,Olson,2159,0.46
Lamiales,Plantaginaceae,Penstemon,centranthifolius,,(Benth.) Benth.,M?ndez-Alonzo,64,0.48
Lamiales,Plantaginaceae,Penstemon,centranthifolius,,(Benth.) Benth.,M?ndez-Alonzo,65,0.33
Lamiales,Plantaginaceae,Penstemon,centranthifolius,,(Benth.) Benth.,M?ndez-Alonzo,66,0.5
Chloranthales,Chloranthaceae,Ascarina,rubricaulis,MtHumboldt,Solms,Trueba,426,0.423076923
Chloranthales,Chloranthaceae,Ascarina,rubricaulis,MtHumboldt,Solms,Trueba,427,0.36
Rosales,Rhamnaceae,Ceanothus,spinosus,,Nutt. ,Olson,4309,0.68
Rosales,Rhamnaceae,Ceanothus,spinosus,,Nutt. ,Olson,4310,0.64
Rosales,Rhamnaceae,Ceanothus,spinosus,,Nutt. ,Olson,4311,0.52
Myrtales,Combretaceae,Combretum,leprosum,,Mart.,Olson,4751,0.74
Myrtales,Combretaceae,Combretum,leprosum,,Mart.,Olson,4752,0.56
Myrtales,Combretaceae,Combretum,leprosum,,Mart.,Olson,4753,0.64
Proteales,Proteaceae,Symphionema,montanum,,R. Br. ,Olson,2229,0.57
Laurales,Monimiaceae,Hedycarya,engleriana,,S.Moore,Trueba,419,0.434782609
Laurales,Monimiaceae,Hedycarya,engleriana,,S.Moore,Trueba,420,0.517241379
Aquifoliales,Aquifoliaceae,Ilex,aquifolium,,L.,Camarero,Iaq1,0.59
Aquifoliales,Aquifoliaceae,Ilex,aquifolium,,L.,Camarero,Iaq2,0.65
Aquifoliales,Aquifoliaceae,Ilex,aquifolium,,L.,Camarero,Iaq3,0.61
Ericales,Ericaceae,Arctostaphylos,patula,,Greene,M?ndez-Alonzo,7,0.55
Ericales,Ericaceae,Arctostaphylos,patula,,Greene,M?ndez-Alonzo,8,0.61
Ericales,Ericaceae,Arctostaphylos,patula,,Greene,M?ndez-Alonzo,9,0.62
Laurales,Monimiaceae,Palmeria,scandens,self,F. Muell.,Olson,2405,0.45
Laurales,Monimiaceae,Palmeria,scandens,self,F. Muell.,Olson,2409,0.46
Laurales,Monimiaceae,Hedycarya,cupulata,,Baill.,Castorena,340,0.5
Laurales,Monimiaceae,Hedycarya,cupulata,,Baill.,Castorena,341,0.56
Laurales,Monimiaceae,Hedycarya,cupulata,,Baill.,Castorena,342,0.48
Laurales,Monimiaceae,Hedycarya,cupulata,,Baill.,Trueba,396,0.416666667
Laurales,Monimiaceae,Hedycarya,cupulata,,Baill.,Trueba,399,0.409090909
Laurales,Monimiaceae,Hedycarya,cupulata,,Baill.,Trueba,400,0.5
Proteales,Proteaceae,Grevillea,pteridifolia,,Knight,Rosell,1,0.56
Proteales,Proteaceae,Grevillea,pteridifolia,,Knight,Rosell,2,0.57
Proteales,Proteaceae,Grevillea,pteridifolia,,Knight,Rosell,4,0.47
Asterales,Phellinaceae,Phelline,comosa,,Labill.,Trueba,341,0.484848485
Gentianales,Apocynaceae,Alyxia,leucogyne,,Van Heurck & M?ll.Arg.,Castorena,331,0.63
Gentianales,Apocynaceae,Alyxia,leucogyne,,Van Heurck & M?ll.Arg.,Castorena,332,0.67
Gentianales,Apocynaceae,Alyxia,leucogyne,,Van Heurck & M?ll.Arg.,Castorena,333,0.66
Lamiales,Lamiaceae,Salvia,mellifera,,Greene,Olson,4330,0.56
Lamiales,Lamiaceae,Salvia,mellifera,,Greene,Olson,4331,0.62
Lamiales,Lamiaceae,Salvia,mellifera,,Greene,Olson,4332,0.52
Ericales,Ericaceae,Calluna,vulgaris,temp,(L.) Hull,Camarero,CvuTemp1,0.59
Ericales,Ericaceae,Calluna,vulgaris,temp,(L.) Hull,Camarero,CvuTemp2,0.56
Ericales,Ericaceae,Calluna,vulgaris,temp,(L.) Hull,Camarero,CvuTemp3,0.63
Myrtales,Melastomataceae,Miconia,sp2,,,Camarero,16.1,0.37
Myrtales,Melastomataceae,Miconia,sp2,,,Camarero,16.2,0.46
Myrtales,Melastomataceae,Miconia,sp2,,,Camarero,16.3,0.39
Caryophyllales,Amaranthaceae,Iresine,sp,,,Olson,4840,0.39
Asterales,Asteraceae,Artemisia,californica,,Less.,Olson,4366,0.67
Asterales,Asteraceae,Artemisia,californica,,Less.,Olson,4367,0.58
Asterales,Asteraceae,Artemisia,californica,,Less.,Olson,4368,0.66
Asterales,Asteraceae,Ambrosia,artemisiifolia,,L.,Olson,5091,0.35
Asterales,Asteraceae,Ambrosia,artemisiifolia,,L.,Olson,5092,0.27
Asterales,Asteraceae,Ambrosia,artemisiifolia,,L.,Olson,5093,0.26
Rosales,Rhamnaceae,Ziziphus,parryi,,Torr.,Olson,2626,0.62
Rosales,Rhamnaceae,Ziziphus,parryi,,Torr.,Olson,2627,0.77
Rosales,Rhamnaceae,Ziziphus,parryi,,Torr.,Olson,2628,0.63
Fabales,Fabaceae,Piptadenia,stipulacea,,(Benth.) Ducke,Olson,4748,0.81
Fabales,Fabaceae,Piptadenia,stipulacea,,(Benth.) Ducke,Olson,4749,0.64
Fabales,Fabaceae,Piptadenia,stipulacea,,(Benth.) Ducke,Olson,4750,0.73
Myrtales,Vochysiaceae,Vochysia,guatemalensis,,Donn. Sm.,Olson,1382,0.31
Myrtales,Vochysiaceae,Vochysia,guatemalensis,,Donn. Sm.,Olson,1383,0.32
Myrtales,Vochysiaceae,Vochysia,guatemalensis,,Donn. Sm.,Olson,1395,0.33
Malpighiales,Phyllanthaceae,Breynia,cernua,,(Poir.) M?ll.Arg.,Olson,1889,0.48
Malpighiales,Phyllanthaceae,Breynia,cernua,,(Poir.) M?ll.Arg.,Olson,1890,0.52
Malpighiales,Phyllanthaceae,Breynia,cernua,,(Poir.) M?ll.Arg.,Olson,1891,0.76
Asterales,Asteraceae,Viguiera,reticulata,,S. Watson,Olson,2638,0.63
Asterales,Asteraceae,Viguiera,reticulata,,S. Watson,Olson,2639,0.68
Asterales,Asteraceae,Viguiera,reticulata,,S. Watson,Olson,2640,0.65
Asterales,Argophyllaceae,Argophyllum,grunowii,,Zahlbr.,Trueba,493,0.575
Asterales,Argophyllaceae,Argophyllum,grunowii,,Zahlbr.,Trueba,494,0.526315789
Fabales,Fabaceae,Psorothamnus,arborescens,,(A.Gray) Barneby,Olson,2614,0.61
Fabales,Fabaceae,Psorothamnus,arborescens,,(A.Gray) Barneby,Olson,2615,0.5
Fabales,Fabaceae,Psorothamnus,arborescens,,(A.Gray) Barneby,Olson,2616,0.59
Brassicales,Forchhammeriaceae,Forchhammeria,watsonii,,Rose,Olson,2948,0.51
Brassicales,Forchhammeriaceae,Forchhammeria,watsonii,,Rose,Olson,2996,0.58
Brassicales,Forchhammeriaceae,Forchhammeria,watsonii,,Rose,Olson,3072,0.54
Caryophyllales,Nyctaginaceae,Guapira,petenensis,,(Lundell) Lundell,Olson,1632,0.4
Caryophyllales,Nyctaginaceae,Guapira,petenensis,,(Lundell) Lundell,Olson,1633,0.47
Caryophyllales,Nyctaginaceae,Guapira,petenensis,,(Lundell) Lundell,Olson,1634,0.4
Rosales,Rhamnaceae,Frangula,californica,,(Eschsch.) A. Gray,M?ndez-Alonzo,37,0.43
Rosales,Rhamnaceae,Frangula,californica,,(Eschsch.) A. Gray,M?ndez-Alonzo,38,0.48
Rosales,Rhamnaceae,Frangula,californica,,(Eschsch.) A. Gray,M?ndez-Alonzo,39,0.46
Rosales,Moraceae,Pseudolmedia,glabrata,,(Liebm.) C.C.Berg,Olson,4105,0.67
Apiales,Araliaceae,Polyscias,murrayi,,(F.Muell.) Harms,Olson,4164,0.36
Apiales,Araliaceae,Polyscias,murrayi,,(F.Muell.) Harms,Olson,4165,0.41
Apiales,Araliaceae,Polyscias,murrayi,,(F.Muell.) Harms,Olson,4166,0.33
Ericales,Primulaceae,Myrsine,sp,,,Camarero,14.1,0.52
Ericales,Primulaceae,Myrsine,sp,,,Camarero,14.2,0.48
Ericales,Primulaceae,Myrsine,sp,,,Camarero,14.3,0.55
Fabales,Fabaceae,Jacksonia,scoparia,,Sm.,Rosell,1,0.76
Fabales,Fabaceae,Jacksonia,scoparia,,Sm.,Rosell,2,0.76
Fabales,Fabaceae,Jacksonia,scoparia,,Sm.,Rosell,5,0.65
Fagales,Myricaceae,Comptonia,peregrina,,(L.) Coult.,Olson,5130,0.56
Fagales,Myricaceae,Comptonia,peregrina,,(L.) Coult.,Olson,5131,0.54
Fagales,Myricaceae,Comptonia,peregrina,,(L.) Coult.,Olson,5132,0.56
Apiales,Myodocarpaceae,Myodocarpus,involucratus,,Dubard & R.Vig.,Castorena,295,0.61
Apiales,Myodocarpaceae,Myodocarpus,involucratus,,Dubard & R.Vig.,Castorena,296,0.61
Apiales,Myodocarpaceae,Myodocarpus,involucratus,,Dubard & R.Vig.,Castorena,297,0.58
Lamiales,Gesneriaceae,Coronanthera,sericea,,C.B.Clarke,Trueba,368,0.333333333
Lamiales,Gesneriaceae,Coronanthera,sericea,,C.B.Clarke,Trueba,370,0.34375
Lamiales,Lamiaceae,Monardella,linoides,,A. Gray,M?ndez-Alonzo,43,0.33
Lamiales,Lamiaceae,Monardella,linoides,,A. Gray,M?ndez-Alonzo,44,0.34
Lamiales,Lamiaceae,Monardella,linoides,,A. Gray,M?ndez-Alonzo,45,0.42
Lamiales,Oleaceae,Fraxinus,dipetala,,Hook. & Arn. ,Olson,4339,0.69
Lamiales,Oleaceae,Fraxinus,dipetala,,Hook. & Arn. ,Olson,4340,0.7
Lamiales,Oleaceae,Fraxinus,dipetala,,Hook. & Arn. ,Olson,4341,0.63
Asterales,Asteraceae,Ambrosia,salsola,,(Torr. & A. Gray) Strother & B. G. Baldwin,Olson,2644,0.65
Asterales,Asteraceae,Ambrosia,salsola,,(Torr. & A. Gray) Strother & B. G. Baldwin,Olson,2645,0.66
Asterales,Asteraceae,Ambrosia,salsola,,(Torr. & A. Gray) Strother & B. G. Baldwin,Olson,2646,0.65
Ericales,Ericaceae,Erica,cinerea,,L.,Camarero,Eci1,0.67
Ericales,Ericaceae,Erica,cinerea,,L.,Camarero,Eci2,0.6
Ericales,Ericaceae,Erica,cinerea,,L.,Camarero,Eci3,0.69
Malpighiales,Achariaceae,Ryparosa,javanica,,Koord. & Valeton,Olson,1858,0.52
Malpighiales,Achariaceae,Ryparosa,javanica,,Koord. & Valeton,Olson,1860,0.52
Malpighiales,Achariaceae,Ryparosa,javanica,,Koord. & Valeton,Olson,1861,0.49
Laurales,Atherospermataceae,Nemuaron,vieillardii,,(Baill.) Baill.,Trueba,331,0.54
Laurales,Atherospermataceae,Nemuaron,vieillardii,,(Baill.) Baill.,Trueba,333,0.546666667
Laurales,Atherospermataceae,Nemuaron,vieillardii,,(Baill.) Baill.,Trueba,364,0.56
Laurales,Atherospermataceae,Nemuaron,vieillardii,,(Baill.) Baill.,Trueba,428,0.5
Fagales,Fagaceae,Quercus,chrysolepis,,Liebm.,M?ndez-Alonzo,10,0.58
Fagales,Fagaceae,Quercus,chrysolepis,,Liebm.,M?ndez-Alonzo,11,0.65
Fagales,Fagaceae,Quercus,chrysolepis,,Liebm.,M?ndez-Alonzo,12,0.67
Myrtales,Myrtaceae,Eucalyptus,tetrodonta,,F.Muell.,Rosell,1,0.64
Myrtales,Myrtaceae,Eucalyptus,tetrodonta,,F.Muell.,Rosell,2,0.86
Myrtales,Myrtaceae,Eucalyptus,tetrodonta,,F.Muell.,Rosell,5,0.84
Lamiales,Bignoniaceae,Zeyheria,montana,,Mart.,Olson,4590A,0.59
Lamiales,Bignoniaceae,Zeyheria,montana,,Mart.,Olson,4594A,0.55
Lamiales,Bignoniaceae,Zeyheria,montana,,Mart.,Olson,4595A,0.59
Ericales,Ericaceae,Gaultheria,aff_glomerata,,(Cav.) Sleumer,Camarero,21.1,0.44
Ericales,Ericaceae,Gaultheria,aff_glomerata,,(Cav.) Sleumer,Camarero,21.2,0.52
Ericales,Ericaceae,Gaultheria,aff_glomerata,,(Cav.) Sleumer,Camarero,21.3,0.52
Malpighiales,Violaceae,Hymenanthera,dentata,,R. Br ex DC.,Olson,2364,0.43
Malpighiales,Violaceae,Hymenanthera,dentata,,R. Br ex DC.,Olson,2390,0.5
Malpighiales,Violaceae,Hymenanthera,dentata,,R. Br ex DC.,Olson,2391,0.52
Piperales,Piperaceae,Piper,amalago,,L.,Olson,1361,0.42
Piperales,Piperaceae,Piper,amalago,,L.,Olson,1362,0.42
Piperales,Piperaceae,Piper,amalago,,L.,Olson,1363,0.43
Piperales,Piperaceae,Piper,amalago,,L.,Olson,1364,0.41
Boraginales,Boraginaceae,Cordia,trichotoma,,(Vell.) Arr?b. ex Steud.,Olson,4757,0.71
Boraginales,Boraginaceae,Cordia,trichotoma,,(Vell.) Arr?b. ex Steud.,Olson,4758,0.8
Boraginales,Boraginaceae,Cordia,trichotoma,,(Vell.) Arr?b. ex Steud.,Olson,4759,0.83
Laurales,Atherospermataceae,Doryphora,sassafras,,Endl.,Olson,2410,0.54
Laurales,Atherospermataceae,Doryphora,sassafras,,Endl.,Olson,4122,0.35
Laurales,Atherospermataceae,Doryphora,sassafras,,Endl.,Olson,4124,0.46
Malpighiales,Picrodendraceae,Austrobuxus,eugeniifolius,,(Guillaumin) Airy Shaw,Trueba,467,0.55
Asterales,Phellinaceae,Phelline,sp3,,,Trueba,340,0.588235294
Ericales,Ericaceae,Gaultheria,reticulata,,Kunth.,Camarero,13.1,0.43
Ericales,Ericaceae,Gaultheria,reticulata,,Kunth.,Camarero,13.2,0.51
Ericales,Ericaceae,Gaultheria,reticulata,,Kunth.,Camarero,13.3,0.51
Asterales,Asteraceae,Hazardia,squarrosa,,(Hook. & Arn.) Greene,Olson,4351,0.44
Asterales,Asteraceae,Hazardia,squarrosa,,(Hook. & Arn.) Greene,Olson,4352,0.62
Asterales,Asteraceae,Hazardia,squarrosa,,(Hook. & Arn.) Greene,Olson,4353,0.53
Escalloniales,Escalloniaceae,Escallonia,virgata,,(Ruiz. et Pav.) Pers.,Fajardo,P.Ev 1,0.64
Escalloniales,Escalloniaceae,Escallonia,virgata,,(Ruiz. et Pav.) Pers.,Fajardo,P.Ev 2,0.67
Escalloniales,Escalloniaceae,Escallonia,virgata,,(Ruiz. et Pav.) Pers.,Fajardo,P.Ev 3,0.67
Celastrales,Celastraceae,Wimmeria,bartlettii,,Lundell,Olson,4830,1.03
Chloranthales,Chloranthaceae,Ascarina,solmsiana,,Schltr.,Trueba,348,0.157894737
Chloranthales,Chloranthaceae,Ascarina,solmsiana,,Schltr.,Trueba,418,0.46875
Chloranthales,Chloranthaceae,Ascarina,solmsiana,,Schltr.,Trueba,419,0.434782609
Myrtales,Myrtaceae,Eucalyptus,punctata,,A.Cunn. Ex DC.,Rosell,2,0.74
Myrtales,Myrtaceae,Eucalyptus,punctata,,A.Cunn. Ex DC.,Rosell,3,0.69
Myrtales,Myrtaceae,Eucalyptus,punctata,,A.Cunn. Ex DC.,Rosell,5,0.65
Malpighiales,Salicaceae,Salix,caprea,temp,L.,Camarero,ScaTemp1,0.53
Malpighiales,Salicaceae,Salix,caprea,temp,L.,Camarero,ScaTemp2,0.54
Malpighiales,Salicaceae,Salix,caprea,temp,L.,Camarero,ScaTemp3,0.54
Myrtales,Melastomataceae,Miconia,albicans,,(Sw.) Steud.,Olson,4672,0.63
Myrtales,Melastomataceae,Miconia,albicans,,(Sw.) Steud.,Olson,4673,0.62
Myrtales,Melastomataceae,Miconia,albicans,,(Sw.) Steud.,Olson,4674,0.64
Malpighiales,Ochnaceae,Ouratea,spectabilis,,(Mart. ex Engl.) Engl.,Olson,4597,0.39
Malpighiales,Ochnaceae,Ouratea,spectabilis,,(Mart. ex Engl.) Engl.,Olson,4598,0.41
Malpighiales,Ochnaceae,Ouratea,spectabilis,,(Mart. ex Engl.) Engl.,Olson,4599,0.51
Malpighiales,Ochnaceae,Ouratea,spectabilis,,Mart. ex Engl.,Olson,4678,0.5
Malpighiales,Ochnaceae,Ouratea,spectabilis,,Mart. ex Engl.,Olson,4679,0.53
Vitales,Vitaceae,Leea,indica,,(Burm. f.) Merr.,Olson,4270,0.23
Vitales,Vitaceae,Leea,indica,,(Burm. f.) Merr.,Olson,4277,0.43
Vitales,Vitaceae,Leea,indica,,(Burm. f.) Merr.,Olson,4280,0.43
Vitales,Vitaceae,Leea,indica,,(Burm. f.) Merr.,Olson,4287,0.22
Malpighiales,Euphorbiaceae,Omphalea,oleifera,,Hemsl.,Olson,1434,0.21
Chloranthales,Chloranthaceae,Hedyosmum,sp,,,Camarero,12.1,0.55
Chloranthales,Chloranthaceae,Hedyosmum,sp,,,Camarero,12.2,0.58
Chloranthales,Chloranthaceae,Hedyosmum,sp,,,Camarero,12.3,0.53
Sapindales,Anacardiaceae,Spondias,tuberosa,,Arruda,Olson,4724,0.58
Sapindales,Anacardiaceae,Spondias,tuberosa,,Arruda,Olson,4725,0.53
Sapindales,Anacardiaceae,Spondias,tuberosa,,Arruda,Olson,4726,0.56
Laurales,Lauraceae,Cryptocarya,aristata,,Kosterm.,Trueba,445,0.47
Sapindales,Anacardiaceae,Myracrodruon,urundeuva,,Allem?o,Olson,4697,0.75
Sapindales,Anacardiaceae,Myracrodruon,urundeuva,,Allem?o,Olson,4698,0.71
Sapindales,Anacardiaceae,Myracrodruon,urundeuva,,Allem?o,Olson,4699,0.71
Rosales,Ulmaceae,Ulmus,mexicana,,(Liebm.) Planch.,Olson,4076,0.64
Laurales,Lauraceae,Sassafras,albidum,,(Nutt.) Nees,Olson,5104,0.44
Laurales,Lauraceae,Sassafras,albidum,,(Nutt.) Nees,Olson,5105,0.4
Malpighiales,Euphorbiaceae,Jatropha,cuneata,,Wiggins & Rollins,Olson,2945,0.32
Malpighiales,Euphorbiaceae,Jatropha,cuneata,,Wiggins & Rollins,Olson,2946,0.28
Malpighiales,Euphorbiaceae,Jatropha,cuneata,,Wiggins & Rollins,Olson,2947,0.36
Laurales,Lauraceae,Cryptocarya,elliptica,,Schltr.,Trueba,411,0.49
